num_connectors,power_kw,charger_type,time_of_day,day_of_week,traffic_factor,population_density,popularity,occupancy_rate,weather_rain,waiting_time_minutes
2,50,1,17,4,1.007061436910584,0.5082318597351492,1,0.3365706258494531,0,1.0878184232590766
4,22,0,19,1,1.2175803114608421,0.18558316136568967,2,0.38783564227151,0,3.0
6,22,0,8,0,1.1170815543861703,0.4485576198666431,2,0.45262408313997493,0,3.0
2,350,1,5,6,0.996325794248083,0.4972398741768085,5,0.5586472420274184,0,1.0
4,150,1,19,6,1.2757211712796928,0.09986736843956666,3,0.4936832697718181,0,1.0
2,50,1,1,5,1.098066063162712,0.2714129231490145,3,0.16267884665037058,0,1.0
4,50,1,3,5,0.7817483853226133,0.29302870683205845,5,0.4169397034158909,0,1.0
4,50,1,17,1,0.7,0.4859251968093533,5,0.36902231284893694,1,1.5897993310662772
4,22,0,6,1,1.3472643670208004,0.34257864406444927,3,0.929321569620958,0,4.154090375633167
1,350,1,10,3,0.8448499731932922,0.2900532770974353,5,0.7428220403183874,1,1.0
6,11,0,4,2,1.2198461233501514,0.2136833759508733,4,0.8660808051959371,0,3.4213456184076243
2,50,1,7,1,1.1637379734070374,0.020912332942993418,4,0.7096452054194267,0,1.0
2,22,0,10,4,1.057867055757275,0.50171018793731,5,0.05687360623694937,1,3.0
1,50,1,23,0,1.6391671143038349,0.2270934821605931,3,0.4740579886538965,1,1.0
4,50,1,19,5,1.1949185046151114,0.23850150566939768,4,0.7779829852329948,0,2.70632000913677
4,50,1,19,4,1.3389083706705163,0.6267123471289252,3,0.5914406939191961,0,1.3355624957271006
1,11,0,14,5,1.2212040538349522,0.4102721575476646,5,0.7585442097129659,0,4.736471857294632
4,50,1,23,0,1.0921151442206296,0.4358407008783801,5,0.9619341782169911,0,2.8173284356739137
2,22,0,2,4,1.1452278124410145,0.28990717650061243,5,0.24738648741012004,0,3.0
4,11,0,6,5,1.5146356914151209,0.22617788041650894,4,0.9833891998951829,1,5.387727886124554
2,11,0,23,1,1.4220263231501074,0.3350216914442484,2,0.12053034106813132,0,3.0
4,150,1,7,2,1.6379966079221502,0.21974541129229008,2,0.920032394345507,1,1.2652578673384407
2,50,1,10,1,1.2054105232432208,0.07136668510222297,2,0.19318988543912297,0,1.0
8,50,1,9,6,0.930765733574813,0.16025348790322966,4,0.719387840825833,1,2.0815976392679665
1,150,1,19,5,1.0398707639100468,0.5392985352337872,3,0.7832961618364918,0,2.049242293737143
2,150,1,8,3,0.8530554520503522,0.3987993892235621,2,0.8111370227839857,0,1.0
1,50,1,14,4,1.3417610322188191,0.464327591380118,2,0.43771509572239453,0,1.0
8,22,0,19,2,1.003520920980688,0.09936988846854902,1,0.16937176739140947,0,3.0
6,22,0,23,4,0.7,0.10131251487850702,5,0.7960332807955555,0,3.0
2,50,1,21,3,1.7659439245824826,0.2290664255605061,2,0.6444571592612282,1,1.0
4,50,1,4,3,1.007349715377921,0.2501146192883412,2,0.2579041063607771,1,1.0
6,150,1,14,3,1.0058522686285476,0.17042119957039537,3,0.39258527232243756,0,1.0
4,150,1,3,5,1.5679029231650916,0.39405467707537667,5,0.2976199612506928,1,1.0
4,11,0,4,1,0.847937137300621,0.2046037994282882,4,0.9147910939165694,0,3.6740545965103166
2,11,0,14,5,1.4341514716332915,0.5388529867861582,4,0.8037013989822342,1,5.464197505741973
1,50,1,16,1,1.0031393891439946,0.04259961135877462,1,0.8825306153659919,1,2.5533224423725254
6,22,0,22,2,0.8190511388507853,0.13066989114254346,3,0.05160011409197607,0,3.0
8,11,0,7,3,1.576429440344534,0.3129244220986082,3,0.6610221016358093,0,3.9794419537213863
4,150,1,18,6,1.3807742367656317,0.08886700860862227,5,0.2676028497539005,0,1.0
2,22,0,8,1,1.3800002461287606,0.2388150946463099,3,0.7481980903041587,0,3.119494857824689
2,350,1,9,0,1.2419138866971935,0.16812220815817186,1,0.8910882204098772,0,1.0
4,150,1,4,6,1.29977540826942,0.0913547167111854,5,0.7659233701383603,0,1.0
6,150,1,9,0,0.8419604938129891,0.5514944371435397,3,0.910857364094219,0,1.0
6,22,0,21,1,1.1779027143111651,0.13539466354538854,3,0.39872559807858277,0,3.0
6,22,0,0,6,0.9178092498872886,0.21368336235582155,2,0.6241613373275514,0,3.113323198461075
4,50,1,21,6,0.8027648702342363,0.15625108905856624,2,0.474855530854399,0,1.0
1,11,0,23,2,1.2527383326770078,0.14204121631085792,1,0.8300787959141668,0,3.315906964273456
2,22,0,3,4,1.4395373889148861,0.21151813243591688,2,0.5630666578372026,1,3.084628058210577
6,22,0,20,5,1.0541577939429838,0.6743854856184045,3,0.7098679577461477,0,4.877355674303123
4,11,0,4,3,1.0969967769163644,0.2094989020900617,2,0.6309224287426604,1,3.238980277849286
1,22,0,22,1,0.8654623387292398,0.6626768042853359,3,0.8621345565097249,0,4.066426645401153
1,150,1,6,2,1.1518042865219744,0.5456828560258695,5,0.5282994182531028,0,1.0
4,11,0,22,6,1.3400190280971034,0.37606929118431703,2,0.10882445361228488,1,3.0
1,11,0,4,5,1.3478819341819432,0.2561531042090382,1,0.9488901882960723,0,5.481209081932917
2,50,1,19,4,1.286294043907733,0.03321013836173508,4,0.5559359220844753,1,1.6269832298786338
4,350,1,7,2,0.995392208201366,0.6739682720723232,3,0.7827888903367285,0,1.0
4,22,0,16,4,0.987467739143212,0.26984293424680234,1,0.6790334305431059,0,3.3155657093525175
4,11,0,0,0,1.3488511183102332,0.5996792380847256,3,0.43164862589909714,1,3.9022944793512755
2,50,1,21,5,1.3529997330541828,0.16293910487272964,3,0.9512941291993419,0,2.5416655014997795
4,350,1,17,5,1.1070012536420266,0.20423816308286924,5,0.7328534422451799,0,1.0
2,150,1,11,4,1.0434570231085785,0.10652478467492417,3,0.23151596500674587,0,1.0
2,50,1,2,0,1.4418117733614249,0.1684942955159439,4,0.9958131453615631,1,2.6166919428789135
4,22,0,19,3,1.0600128337966883,0.38943838510819717,4,0.9998628872702596,0,4.8031575551121435
4,50,1,13,1,1.3364830561309453,0.47936990947341157,4,0.28951526446536224,0,1.0
6,11,0,15,6,1.1157892062854753,0.3379063805677482,1,0.9851868574442522,0,5.275288056932759
4,150,1,17,0,0.8881168047407499,0.5054044789513779,5,0.6173796922801537,1,1.3199700355154078
4,150,1,9,2,1.5530780350059255,0.2350005348673214,1,0.18522511441035483,0,1.0
1,350,1,22,4,1.180015973932869,0.08837384003733832,1,0.9782490810073313,0,1.0
2,22,0,14,5,0.972314005027979,0.2831055191736082,4,0.10190218297313491,0,3.0
2,11,0,9,2,0.8022985830561988,0.3696505380903018,1,0.6374077111480698,0,3.0614950134729866
2,50,1,0,5,0.8274998004407915,0.23693786556884372,3,0.8371116349297355,0,2.8810789124427894
12,150,1,18,0,1.0567721489763495,0.49781781654026874,2,0.8292777502870797,0,1.0928769010561172
2,150,1,1,5,1.6312822208833981,0.1962339313233664,3,0.006203028909279151,0,1.0
6,11,0,12,6,1.0038345303314393,0.24075641407946569,1,0.42517858583931645,1,3.5908536793072763
4,22,0,15,5,1.5118637080865511,0.15622690943295062,5,0.08875821763214775,0,3.0
6,50,1,7,6,1.117309082849229,0.34950861821362084,3,0.2596146518892759,0,1.0
4,22,0,2,5,0.8547124022245793,0.3567515993941344,1,0.9380265840587022,0,4.2727393301312855
4,150,1,20,5,1.031697202887401,0.41448512871167414,5,0.884428748451304,0,2.2622130589760787
2,50,1,18,6,0.8297530190656391,0.14822595910797193,4,0.6592059166163003,0,1.0
2,150,1,13,6,0.9360078870090364,0.06551018951966693,2,0.8984084830231005,0,1.0
4,50,1,10,2,0.9285629845310206,0.11605414755621488,1,0.31624014254288535,1,1.0
2,150,1,11,4,0.7,0.28562839927135625,3,0.8281428371466527,0,1.0
1,22,0,10,1,1.5281990172036815,0.21822363398663194,2,0.684950908405843,1,3.0
4,150,1,10,2,1.2027542575555703,0.17421419386867232,4,0.7339895414211043,1,1.0
2,22,0,21,3,0.9784303985954744,0.20013397658004584,4,0.08574771036626905,0,3.0
8,50,1,20,4,1.2054394366083472,0.18863169318336426,2,0.34896920667873543,0,1.0
8,22,0,17,4,0.9411299015894845,0.2458586929453649,1,0.048713576274983184,0,3.0
8,50,1,9,6,0.7,0.14103042898903417,1,0.15050151348117258,0,1.0
2,22,0,15,3,1.8891729083066373,0.3897772688913601,5,0.27149656920906406,0,3.0
1,22,0,7,6,1.1973999691692647,0.44741472215271466,5,0.5856838806234517,0,3.655507116551197
8,350,1,5,6,1.0027467401713086,0.512265528205534,1,0.7598813733293621,0,1.0
2,11,0,18,0,0.7,0.14113307721956636,3,0.10847687128357886,0,3.0
8,150,1,12,3,0.7764625512143599,0.17677813937001313,4,0.05469321169398389,0,1.0
8,350,1,14,0,1.5636229823887262,0.276912147763246,5,0.8836383010480202,1,1.0
6,11,0,12,1,1.5254846371996167,0.1715980183125487,2,0.13039244245210735,1,3.0
2,150,1,0,0,1.3383037589997369,0.20322924672011639,2,0.4483063415852243,0,1.0
2,22,0,20,6,0.8712307403975466,0.40757201036099644,1,0.11274436074246585,0,3.0
6,11,0,1,1,1.5274934969942526,0.23280009262099727,2,0.5350464110378769,0,3.0
2,50,1,12,1,1.262445654486088,0.33979684330296545,2,0.10626412655560025,0,1.0
2,350,1,1,5,1.3137311120878836,0.31821766934551265,1,0.7622884714940948,0,1.0
4,11,0,10,5,1.2615427361108116,0.6458678685242472,3,0.08557929225120553,0,3.0
8,50,1,12,3,0.7732532038434738,0.29637394723188154,1,0.43020283978820895,0,1.0
4,50,1,9,6,0.8504597623132779,0.22040402245525334,4,0.42057479353889193,0,1.0
4,150,1,22,1,1.0224454583979095,0.30353822845865935,5,0.9207701365870787,0,1.0
1,11,0,21,6,1.3109099268832782,0.052562433741175606,3,0.4298072672821891,0,3.5871151142866253
4,150,1,14,0,0.8048919794392133,0.09225127616679982,3,0.07094076658989801,0,1.0
12,150,1,0,2,1.1061633962639523,0.24171604174420724,2,0.5434143767530512,1,1.0
1,150,1,13,5,1.1058476224592373,0.15305737381333787,5,0.724954982100017,0,1.0
4,350,1,9,4,1.3481849223318942,0.21703115111613466,5,0.33735075849802143,0,1.0
6,150,1,17,4,1.3186678839019155,0.11507769498371473,3,0.6085765030266413,1,1.0
4,11,0,10,0,0.8974435177369667,0.21716843310068398,4,0.12165770246035046,0,3.0
4,50,1,6,5,1.5116715423718254,0.021525361430125484,4,0.42532235131892027,0,1.110402336929297
4,22,0,14,2,0.8591900428124273,0.12563892115825795,2,0.16591672834450932,0,3.0
2,22,0,2,6,1.4230598604751874,0.3821975092376309,2,0.2736523328494358,0,3.0691575878002206
2,50,1,1,1,1.0124637754129004,0.11858786069953878,4,0.6410109478083547,1,1.0
6,22,0,21,5,1.190981488358343,0.3231703616390081,5,0.7536069388817508,0,3.75852334640234
6,50,1,7,0,1.2064968650260761,0.14051246370811357,4,0.31150847957800476,0,1.0
6,350,1,7,6,1.1994268601771987,0.37428409286904835,3,0.9898131862451293,1,1.4587763587077862
8,11,0,10,1,1.3186247996086424,0.37587780664155745,1,0.2847915218300966,0,3.0
4,350,1,15,5,1.2478648744833831,0.3212180981037921,1,0.1501459451854703,0,1.0
4,50,1,1,3,1.3459122824676344,0.2164206614891775,1,0.8674566182986198,0,1.058551744277476
6,50,1,21,2,1.2661549900862838,0.06736856963194389,5,0.649711877114856,0,1.0
4,150,1,4,4,0.833886185268539,0.11409199962236664,4,0.6795601193075074,0,1.0
4,22,0,6,0,1.2174497686394967,0.09942664740137586,3,0.7943082126584226,1,3.355635252541943
6,50,1,19,4,1.0090325243736666,0.4579918234482909,3,0.9994907021444656,1,3.870020044624487
6,50,1,12,6,0.872684380523179,0.11693660963021094,2,0.2841216756834748,0,1.0
2,22,0,1,1,1.077540026830675,0.06734405909996878,5,0.548051262496867,0,3.0
2,350,1,2,1,1.1958088997587726,0.042701517342455454,3,0.7042568098147716,1,1.0
1,150,1,8,3,1.212418756996946,0.4396096191688348,2,0.14621696263407324,1,1.0
4,11,0,9,1,1.414006186285067,0.11323526233593165,5,0.30682457369340677,0,3.0
1,11,0,23,1,1.4768272797428943,0.5464577047667352,3,0.30664678748108876,0,3.0
2,50,1,12,6,1.2340702076893388,0.34216734809290317,4,0.32745996970338775,1,1.0
4,11,0,20,4,1.2792765942523523,0.06081320131858197,3,0.7182071633869771,0,4.436650805739842
2,50,1,12,4,1.1738272582939138,0.26560085673611833,5,0.5925388049804533,0,1.0
4,11,0,4,0,1.341806365912396,0.40298352020884504,2,0.7158909062980741,1,4.867047869091172
1,50,1,22,0,1.271747034709266,0.22533756267664717,5,0.5123697393669809,0,1.0
1,11,0,6,1,1.1363779765355488,0.24228005169038158,1,0.9554612864861902,0,4.286482917354019
6,22,0,16,5,1.6879956417510749,0.12997079425335648,3,0.5206551265829965,1,4.999289559208007
2,150,1,14,2,1.0134541591395452,0.19981697371206686,1,0.6035409371545573,0,1.0
1,50,1,4,0,1.5136142391770844,0.2618365758987608,4,0.2982930624693134,1,1.0
4,350,1,23,1,0.8114267684182657,0.27662282831602886,2,0.05876019483373285,0,1.0
6,150,1,6,5,1.3534041341128635,0.10229372576285005,4,0.8155003335906381,0,1.0
2,22,0,1,5,1.5091420879317092,0.34666604818993424,5,0.8564513903660484,0,4.585493129815489
4,11,0,23,4,0.7,0.07335873967695997,3,0.8508633123028329,0,3.003423737982015
1,150,1,17,5,1.1847376432637735,0.22535427792298166,2,0.801656550161777,0,2.470691803345421
